3532,3269,3238,8
4541,4269,4242,8
5547,5269,5246,8
6547,6269,6247,8
7549,7269,7249,8
8549,8269,8250,8
9548,9269,9251,8
10538,10269,10248,9
11519,11269,11244,8
12526,12269,12244,7
13523,13269,13242,8
14534,14269,14241,8
15579,15269,15248,8
16586,16269,16254,8
17579,17269,17258,8
18586,18269,18263,8
19575,19269,19265,8
20576,20269,20267,8
21578,21269,21270,8
22593,22269,22274,8
23587,23269,23276,8
24594,24269,24279,8
25584,25269,25281,8
26593,26269,26283,8
27569,27269,27282,8
28585,28269,28283,8
29572,29269,29282,8
30586,30269,30284,8
31571,31269,31285,7
32572,32269,32285,7
33582,33269,33287,7
34554,34269,34285,7
35572,35269,35286,7
36572,36269,36287,7
37580,37269,37288,7
38579,38269,38290,7
39563,39269,39289,7
40571,40269,40289,7
41560,41269,41287,7
42568,42269,42287,7
43591,43269,43290,7
44569,44269,44288,8
45589,45269,45289,8
46559,46269,46286,8
47569,47269,47284,8
48569,48269,48283,8
49568,49268,49282,8
50601,50268,50285,8
51597,51268,51287,8
52586,52268,52288,8
53588,53268,53289,8
54553,54268,54285,8
55577,55268,55284,8
56572,56268,56283,8
57581,57268,57284,8
58568,58268,58282,8
59565,59268,59281,8
60565,60268,60279,8
61573,61268,61279,8
62596,62268,62282,8
63583,63268,63283,8
64575,64268,64283,8
65576,65268,65283,8
66596,66268,66285,8
67596,67268,67287,8
68594,68268,68289,8
69595,69268,69291,8
70584,70268,70290,8
71595,71268,71292,8
72594,72268,72293,8
73593,73268,73294,8
74593,74268,74294,8
75593,75268,75295,8
76590,76268,76295,8
77583,77268,77294,8
78590,78268,78294,8
79566,79268,79291,8
80586,80268,80291,8
81602,81268,81293,8
82567,82268,82291,8
83593,83268,83292,8
84575,84268,84290,8
85593,85268,85291,8
86575,86268,86290,8
87592,87268,87291,8
88593,88268,88292,8
89578,89268,89293,7
90577,90268,90293,7
91581,91268,91294,7
92561,92268,92292,7
93579,93268,93293,7
94561,94268,94291,7
95579,95268,95292,7
96579,96268,96293,7
97567,97268,97292,7
98571,98268,98291,7
99588,99268,99293,7
100571,100268,100293,7
101570,101268,101292,7
102565,102268,102291,7
103569,103268,103291,7
104565,104268,104288,8
105583,105268,105288,8
106577,106267,106287,8
107594,107267,107289,8
108581,108267,108289,8
109570,109267,109287,8
110551,110267,110283,8
111589,111267,111284,8
112574,112267,112284,8
113584,113267,113284,8
114570,114267,114283,8
115589,115267,115285,8
116571,116267,116284,8
117572,117267,117283,8
118580,118267,118283,8
119584,119267,119284,8
120574,120267,120283,8
121550,121267,121280,8
122560,122267,122278,8
123567,123267,123277,8
124583,124267,124279,8
125589,125267,125281,8
126558,126267,126278,8
127571,127267,127278,8
128581,128267,128279,8
129580,129267,129282,7
130567,130267,130282,7
131567,131267,131283,7
132567,132267,132283,7
133586,133267,133286,7
134584,134267,134289,7
135570,135267,135289,7
136583,136267,136290,7
137583,137267,137292,7
138569,138267,138291,7
139576,139267,139292,7
140547,140267,140288,7
141570,141267,141288,7
142566,142267,142288,7
143554,143267,143286,7
144566,144267,144285,7
145573,145267,145286,7
146568,146267,146286,7
147571,147267,147287,7
148576,148267,148288,7
149583,149267,149290,7
150555,150267,150287,7
151584,151267,151290,7
152555,152267,152287,7
153583,153267,153289,7
154583,154267,154291,7
155583,155267,155292,7
156536,156267,156287,7
157556,157267,157285,7
158563,158267,158285,7
159582,159267,159287,7
160586,160267,160289,7
161558,161267,161288,7
162561,162267,162287,7
163577,163266,163288,7
164576,164266,164289,7
165581,165266,165290,7
166541,166266,166286,7
167585,167266,167288,7
168568,168266,168288,7
169556,169266,169286,7
170588,170266,170289,7
171588,171266,171291,7
172576,172266,172292,7
173564,173266,173291,7
174530,174266,174285,7
175579,175266,175286,7
176558,176266,176285,7
177561,177266,177284,7
178564,178266,178284,7
179546,179266,179281,7
180574,180266,180283,7
181548,181266,181281,7
182520,182266,182275,7
183526,183266,183270,7
184559,184266,184271,7
185559,185266,185272,7
186542,186266,186271,7
187520,187266,187266,7
188577,188266,188268,8
189559,189266,189268,8
190527,190266,190263,8
191556,191266,191263,8
192557,192266,192263,8
193525,193266,193258,8
194585,194266,194263,8
195541,195266,195261,8
196557,196266,196261,8
197587,197266,197265,8
198556,198266,198265,8
199575,199266,199267,8
200594,200266,200271,8
201551,201266,201269,8
202576,202266,202271,8
203574,203266,203272,8
204573,204266,204273,8
205582,205266,205275,8
206556,206266,206273,8
207587,207266,207276,8
208581,208266,208277,8
209565,209266,209276,8
210600,210266,210279,9
211591,211266,211280,9
212579,212266,212279,9
213609,213266,213283,9
214592,214266,214284,9
215601,215266,215285,9
216573,216266,216283,9
217591,217266,217283,9
218599,218266,218285,9
219590,219266,219285,9
220598,220265,220286,9
221599,221265,221287,9
222570,222265,222284,9
223591,223265,223285,9
224599,224265,224286,9
225585,225265,225285,9
226592,226265,226286,9
227592,227265,227286,9
228585,228265,228285,9
229599,229265,229286,9
230569,230265,230283,9
231601,231265,231285,9
232573,232265,232283,9
233591,233265,233283,9
234597,234265,234285,9
235570,235265,235282,9
236599,236265,236284,9
237574,237265,237282,9
238591,238265,238282,9
239557,239265,239278,9
240558,240265,240275,9
241594,241265,241277,9
242595,242265,242279,9
243584,243265,243279,9
244596,244265,244281,9
245594,245265,245282,9
246589,246265,246282,9
247591,247265,247283,9
248587,248265,248283,9
249586,249265,249283,9
250591,250265,250283,9
251576,251265,251282,9
252573,252265,252280,9
253591,253265,253281,9
254574,254265,254279,9
255579,255265,255278,9
256573,256265,256277,9
257557,257265,257274,9
258563,258265,258272,9
259571,259265,259271,9
260583,260265,260272,9
261578,261265,261272,9
262593,262265,262274,9
263556,263265,263271,9
264572,264265,264272,8
265578,265265,265274,8
266588,266265,266276,8
267550,267265,267273,8
268585,268265,268276,8
269558,269265,269274,8
270548,270265,270271,8
271584,271265,271274,8
272576,272265,272275,8
273573,273265,273275,8
274565,274265,274275,8
275570,275265,275275,8
276582,276265,276277,8
277561,277264,277275,8
278578,278264,278276,8
279573,279264,279277,8
280580,280264,280278,8
281562,281264,281276,8
282572,282264,282277,8
283561,283264,283275,8
284558,284264,284274,8
285571,285264,285274,8
286580,286264,286276,8
287568,287264,287275,8
288589,288264,288278,8
289572,289264,289278,8
290582,290264,290279,8
291582,291264,291280,8
292551,292264,292277,8
293570,293264,293277,8
294581,294264,294278,8
295562,295264,295277,8
296540,296264,296272,8
297564,297264,297272,8
298575,298264,298273,8
299574,299264,299274,8
300590,300264,300277,8
301599,301264,301281,8
302581,302264,302282,8
303578,303264,303282,8
304570,304264,304281,8
305595,305264,305284,8
306572,306264,306283,8
307585,307264,307284,8
308587,308264,308285,8
309578,309264,309285,8
310546,310264,310280,8
311548,311264,311277,8
312579,312264,312278,8
313577,313264,313278,8
314561,314264,314277,8
315565,315264,315276,8
316584,316264,316278,8
317561,317264,317276,8
318573,318264,318277,8
319569,319264,319276,8
320581,320264,320278,8
321580,321264,321279,8
322562,322264,322277,8
323570,323264,323277,8
324570,324264,324277,8
325563,325264,325276,8
326576,326264,326276,8
327577,327264,327277,8
328544,328264,328273,8
329551,329264,329271,8
330592,330264,330275,8
331585,331264,331277,8
332584,332264,332279,8
333590,333263,333281,8
334555,334263,334278,8
335570,335263,335278,8
336584,336263,336279,8
337575,337263,337280,8
338582,338263,338281,8
339582,339263,339282,8
340586,340263,340283,8
341574,341263,341282,8
342563,342263,342281,8
343582,343263,343281,8
344562,344263,344280,8
345592,345263,345282,8
346581,346263,346283,8
347568,347263,347281,8
348571,348263,348281,8
349562,349263,349279,8
350583,350263,350280,8
351584,351263,351281,8
352572,352263,352281,8
353551,353263,353278,8
354571,354263,354277,8
355580,355263,355279,8
356553,356263,356276,8
357558,357263,357274,8
358562,358263,358273,8
359551,359263,359271,8
360563,360263,360271,8
361572,361263,361272,8
362575,362263,362273,8
363574,363263,363274,8
364550,364263,364271,8
365560,365263,365270,8
366579,366263,366272,8
367550,367263,367270,8
368582,368263,368272,8
369585,369263,369275,8
370573,370263,370275,8
371575,371263,371276,8
372548,372263,372273,8
373573,373263,373274,8
374554,374263,374272,8
375577,375263,375273,8
376552,376263,376271,8
377560,377263,377270,8
378569,378263,378271,8
379583,379263,379273,8
380568,380263,380273,8
381592,381263,381277,8
382590,382263,382279,8
383562,383263,383278,8
384551,384263,384275,8
385570,385263,385275,8
386572,386263,386275,8
387574,387263,387276,8
388559,388263,388274,8
389576,389263,389275,8
390558,390262,390274,8
391578,391262,391275,8
392560,392262,392274,8
393560,393262,393273,8
394559,394262,394271,8
395562,395262,395271,8
396566,396262,396271,8
397558,397262,397270,8
398586,398262,398273,8
399588,399262,399276,8
400580,400262,400277,8
401555,401262,401275,8
402559,402262,402273,8
403563,403262,403273,8
404579,404262,404274,8
405566,405262,405274,8
406588,406262,406277,8
407557,407262,407275,8
408552,408262,408272,8
409560,409262,409271,8
410561,410262,410271,8
411564,411262,411271,8
412560,412262,412270,8
413566,413262,413270,8
414570,414262,414271,8
415570,415262,415271,8
416555,416262,416270,8
417569,417262,417271,8
418555,418262,418269,8
419582,419262,419272,8
420575,420262,420273,8
421583,421262,421275,8
422574,422262,422276,8
423552,423262,423273,8
424556,424262,424272,8
425566,425262,425272,8
426567,426262,426272,8
427575,427262,427273,8
428545,428262,428270,8
429557,429262,429269,8
430576,430262,430271,8
431561,431262,431272,7
432575,432262,432273,8
433556,433262,433271,8
434547,434262,434269,8
435569,435262,435270,8
436566,436262,436270,8
437544,437262,437269,7
438571,438262,438272,7
